"CAS Number"|"Chemical Analysis"|"Species ECOTOX Number"|"Publication Year"|
1303282|Unmeasured|1|1982|
1303282|Unmeasured|1|1982|
1303282|Measured|4|1985|
1303282|Measured|4|1980|
1303339|Measured|1|1979|
1303339|Measured|1|1979|
1303339|Measured|1|1981|
1313139|Unmeasured|21|1987|
1313139|Unmeasured|21|1987|
1314870|Measured|1|1992|
1314870|Unmeasured|1|1992|
1314870|Measured|1|1992|
1314870|Measured|1|1992|
1314870|Measured|1|1992|
1314870|Measured|1|1998|
1314870|Measured|1|1998|
1327533|Unmeasured|418|2009|
1327533|Measured|132|1985|
1327533|Unmeasured|308|1993|
1327533|Measured|264|1980|
1327533|Unmeasured|2044|1983|
1327533|Unmeasured|4598|1990|
1327533|Unmeasured|2044|1983|
1327533|Unmeasured|2133|1993|
1327533|Measured|150|1985|
1327533|Unmeasured|2133|1993|
1327533|Unmeasured|418|1987|
1327533|Unmeasured|407|1990|
1327533|Unmeasured|2044|1983|
1327533|Unmeasured|2133|1993|
1327533|Unmeasured|4598|1990|
1327533|Unmeasured|1632|1982|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|407|1990|
1327533|Measured|150|1985|
1327533|Unmeasured|1584|1979|
1327533|Unmeasured|308|1993|
1327533|Measured|150|1985|
1327533|Unmeasured|1632|1982|
1327533|Measured|132|1985|
1327533|Measured|150|1985|
1327533|Unmeasured|2044|1983|
1327533|Unmeasured|4598|1990|
1327533|Measured|264|1980|
1327533|Unmeasured|1632|1982|
1327533|Unmeasured|4598|1990|
1327533|Unmeasured|1632|1985|
1327533|Unmeasured|1584|1979|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|407|1990|
1327533|Measured|264|1980|
1327533|Unmeasured|1632|1985|
1327533|Unmeasured|1632|1985|
1327533|Unmeasured|2133|1993|
1327533|Unmeasured|407|1990|
1327533|Measured|132|1985|
1327533|Unmeasured|418|1987|
1327533|Unmeasured|1632|1985|
1327533|Unmeasured|1632|1982|
1327533|Unmeasured|308|1993|
1327533|Measured|264|1980|
1327533|Unmeasured|308|1993|
1327533|Unmeasured|4598|1990|
1327533|Unmeasured|418|2009|
1327533|Unmeasured|418|2009|
1327533|Unmeasured|418|2009|
1327533|Unmeasured|418|2009|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|418|2009|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|219|1960|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|418|1987|
1327533|Measured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|89|1932|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Measured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Measured|219|1960|
1327533|Unmeasured|1632|1985|
1327533|Measured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|1632|1985|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Measured|1632|1984|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|352|1985|
1327533|Unmeasured|1632|1982|
1327533|Measured|219|1960|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|352|1985|
1327533|Unmeasured|1632|1984|
1327533|Unmeasured|134|1993|
1327533|Unmeasured|1632|1985|
1327533|Measured|2|1980|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2014|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2014|
1327533|Not coded|2|1992|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2014|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|5156|2002|
1327533|Unmeasured|2|1958|
1327533|Unmeasured|2|1958|
1327533|Unmeasured|5156|2014|
1327533|Unmeasured|2|1957|
1327533|Unmeasured|21|1963|
1327533|Measured|23|1984|
1327533|Measured|23|1984|
1327533|Measured|23|1984|
1327533|Measured|23|1984|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Not coded|4|1992|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|1987|
1327533|Not reported|4|1994|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Not coded|4|1992|
1327533|Not reported|4|1994|
1327533|Measured|4|1981|
1327533|Measured|4|1989|
1327533|Measured|4|1989|
1327533|Unmeasured|4|1987|
1327533|Not reported|4|1994|
1327533|Unmeasured|4|1987|
1327533|Not reported|4|1994|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Unmeasured|4|2002|
1327533|Measured|4|1988|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|1988|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|1988|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Measured|4|1988|
1327533|Not coded|4|1992|
1327533|Not coded|4|1992|
1327533|Measured|4|1988|
1327533|Measured|4|1994|
1327533|Measured|4|1994|
1327533|Unmeasured|4|1975|
1327533|Measured|4|1994|
1327533|Measured|4|1980|
1327533|Measured|4|1994|
1327533|Measured|4|1994|
1327533|Measured|4|1994|
1327533|Measured|4|2010|
1327533|Measured|4|2010|
1327533|Unmeasured|4|1987|
1327533|Measured|4|1994|
1327533|Unmeasured|4|1975|
1327533|Unmeasured|4|1976|
1327533|Measured|4|1994|
1327533|Unmeasured|4|1975|
1327533|Measured|4|1988|
1327533|Unmeasured|4|1975|
1327533|Measured|4|1988|
1327533|Measured|4|1994|
1327533|Measured|4|1994|
1327533|Unmeasured|4|1975|
1327533|Unmeasured|4|1987|
1327533|Unmeasured|4|1975|
1327533|Unmeasured|4|1957|
1327533|Measured|4|1994|
1327533|Unmeasured|4|1975|
1327533|Unmeasured|84|1957|
1327533|Unmeasured|736|1957|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|3|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1959|
1334776|Unmeasured|2|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|2|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1959|
1334776|Unmeasured|20|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1959|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|3|1966|
1334776|Unmeasured|20|1959|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|82|1966|
1334776|Unmeasured|82|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1959|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1966|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|3|1951|
1334776|Unmeasured|3|1951|
1334776|Measured|3|1957|
1334776|Measured|3|1957|
1334776|Unmeasured|20|1958|
1334776|Unmeasured|49|1966|
1334776|Unmeasured|49|1966|
1334776|Unmeasured|49|1951|
1334776|Unmeasured|49|1951|
1334776|Unmeasured|49|1951|
1334776|Unmeasured|23|1970|
1334776|Unmeasured|22|1970|
1334776|Unmeasured|4|1966|
1334776|Unmeasured|4|1966|
1334776|Unmeasured|4|1951|
1334776|Measured|4|1957|
1334776|Measured|4|1957|
1334776|Unmeasured|4|1951|
1334776|Measured|4|1957|
1334776|Measured|4|1957|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Measured|4|1957|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Unmeasured|4|1951|
1334776|Measured|4|1957|
1334776|Unmeasured|90|1949|
1334776|Unmeasured|90|1949|
1334776|Unmeasured|90|1948|
1334776|Unmeasured|90|1949|
1334776|Unmeasured|90|1951|
1334776|Unmeasured|90|1949|
1334776|Unmeasured|90|1949|
1336965|Unmeasured|123|1969|
1336965|Unmeasured|123|1969|
1336965|Unmeasured|23|1969|
1336965|Unmeasured|22|1969|
1344485|Unmeasured|16|1976|
1344485|Unmeasured|28|1976|
1600277|Unmeasured|123|1982|
1600277|Unmeasured|123|1982|
1600277|Unmeasured|123|1982|
1600277|Unmeasured|113|1990|
1600277|Unmeasured|4745|1988|
1600277|Measured|1|1979|
1600277|Measured|1|1978|
1600277|Measured|1|1978|
1600277|Measured|1|1978|
1600277|Measured|1|1981|
1600277|Measured|1|1979|
1600277|Measured|1|1978|
1600277|Measured|1|1979|
1600277|Unmeasured|2|1957|
1600277|Unmeasured|21|1998|
1600277|Unmeasured|21|1998|
1600277|Unmeasured|21|1998|
1600277|Unmeasured|21|1991|
1600277|Unmeasured|4|1957|
1600277|Unmeasured|84|1957|
1600277|Unmeasured|2599|1982|
1600277|Unmeasured|2599|1982|
1600277|Unmeasured|2599|1982|
1600277|Unmeasured|26920|1982|
2235258|Unmeasured|20|1959|
2235258|Not reported|20|1986|
2235258|Not reported|2|1986|
2235258|Not reported|1|1986|
2235258|Not reported|2|1986|
2235258|Not reported|1|1986|
2235258|Unmeasured|20|1959|
2235258|Unmeasured|20|1959|
2235258|Unmeasured|20|1959|
2235258|Not reported|20|1986|
2235258|Not reported|20|1986|
2235258|Unmeasured|20|1959|
2235258|Not reported|2|1986|
2235258|Not reported|20|1986|
2235258|Unmeasured|20|1959|
2235258|Unmeasured|20|1959|
2235258|Unmeasured|22|1958|
2235258|Unmeasured|22|1958|
2235258|Unmeasured|22|1970|
2235258|Unmeasured|4|1971|
2235258|Not reported|4|1986|
2235258|Not reported|4|1986|
2235258|Unmeasured|4|1971|
2235258|Not reported|4|1986|
2235258|Unmeasured|4|1971|
2235258|Unmeasured|4|1971|
2235258|Not reported|4|1986|
2235258|Unmeasured|4|1971|
2235258|Unmeasured|4|1971|
2235258|Unmeasured|4|1969|
2235258|Unmeasured|4|1971|
2235258|Unmeasured|90|1970|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|13814|1977|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Unmeasured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Unmeasured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Unmeasured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Measured|1632|1991|
7439921|Unmeasured|55992|2016|
7439921|Unmeasured|485|2010|
7439921|Unmeasured|1874|1990|
7439921|Unmeasured|528|1991|
7439921|Unmeasured|528|1991|
7439921|Unmeasured|528|1986|
7439921|Unmeasured|528|1991|
7439921|Unmeasured|106|1986|
7439921|Unmeasured|528|1991|
7439921|Unmeasured|528|1991|
7439921|Unmeasured|1874|1990|
7439921|Unmeasured|106|1986|
7439921|Unmeasured|106|1986|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|89|1996|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|55992|2016|
7439921|Unmeasured|89|1996|
7439921|Measured|665|1974|
7439921|Unmeasured|2079|1998|
7439921|Unmeasured|664|1977|
7439921|Unmeasured|528|1995|
7439921|Unmeasured|418|1987|
7439921|Measured|106|1986|
7439921|Unmeasured|418|1987|
7439921|Unmeasured|106|1986|
7439921|Measured|126|1977|
7439921|Unmeasured|2474|1987|
7439921|Unmeasured|882|1988|
7439921|Unmeasured|113|1985|
7439921|Measured|106|1986|
7439921|Unmeasured|5414|1988|
7439921|Unmeasured|2079|2006|
7439921|Unmeasured|485|2010|
7439921|Measured|1617|1978|
7439921|Unmeasured|113|2009|
7439921|Unmeasured|882|1990|
7439921|Measured|13814|1977|
7439921|Unmeasured|528|1995|
7439921|Measured|665|1974|
7439921|Measured|106|1986|
7439921|Unmeasured|528|1995|
7439921|Unmeasured|89|1979|
7439921|Unmeasured|2228|1984|
7439921|Unmeasured|89|1979|
7439921|Measured|89|1978|
7439921|Unmeasured|528|1995|
7439921|Unmeasured|418|1987|
7439921|Measured|38|1998|
7439921|Measured|89|1978|
7439921|Unmeasured|89|1977|
7439921|Unmeasured|89|1996|
7439921|Unmeasured|418|1987|
7439921|Unmeasured|418|1987|
7439921|Unmeasured|263|1998|
7439921|Unmeasured|5414|1988|
7439921|Unmeasured|528|1995|
7439921|Measured|134|1987|
7439921|Not reported|528|1991|
7439921|Unmeasured|106|1986|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Unmeasured|1094|1978|
7439921|Measured|2|1979|
7439921|Measured|3|1995|
7439921|Measured|3|1995|
7439921|Unmeasured values (some measured values reported in article)|341|1991|
7439921|Unmeasured values (some measured values reported in article)|341|1991|
7439921|Measured|3|1995|
7439921|Measured|3|1995|
7439921|Unmeasured|30|1996|
7439921|Measured|3|1995|
7439921|Measured|3|1995|
7439921|Measured|1|2010|
7439921|Measured|1|2010|
7439921|Measured|20|2010|
7439921|Measured|20|2010|
7439921|Measured|20|2010|
7439921|Measured|20|2010|
7439921|Measured|1|2010|
7439921|Measured|1|2010|
7439921|Measured|1|2010|
7439921|Measured|3|1995|
7439921|Measured|3|1995|
7439921|Measured|20|2010|
7439921|Measured|3|1995|
7439921|Measured|3|1995|
7439921|Unmeasured|30|1996|
7439921|Unmeasured|57|1974|
7439921|Not reported|1|1997|
7439921|Measured|3|1975|
7439921|Unmeasured|30|1996|
7439921|Unmeasured|1|1991|
7439921|Unmeasured|57|1974|
7439921|Unmeasured|5156|1980|
7439921|Measured|3|1977|
7439921|Unmeasured|20|1993|
7439921|Not reported|1|1997|
7439921|Unmeasured|1|1991|
7439921|Unmeasured|57|1974|
7439921|Unmeasured|57|1974|
7439921|Unmeasured|1|1991|
7439921|Measured|3|1975|
7439921|Measured|1|2010|
7439921|Unmeasured|1|1991|
7439921|Unmeasured|5156|1980|
7439921|Not reported|1|1997|
7439921|Measured|20|1979|
7439921|Unmeasured|57|1974|
7439921|Measured|20|2010|
7439921|Measured|30|1979|
7439921|Unmeasured|365|1995|
7439921|Unmeasured|57|1974|
7439921|Unmeasured|57|1974|
7439921|Not reported|1|1997|
7439921|Unmeasured|57|1974|
7439921|Measured|3|1975|
7439921|Unmeasured|21|1995|
7439921|Unmeasured|21|1995|
7439921|Measured|25|1992|
7439921|Unmeasured|21|1995|
7439921|Unmeasured|25|1979|
7439921|Measured|21|2009|
7439921|Measured|49|2009|
7439921|Measured|49|2009|
7439921|Measured|21|2009|
7439921|Unmeasured|25|1996|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Measured|21|2009|
7439921|Unmeasured|21|1995|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|21|1995|
7439921|Unmeasured|21|1995|
7439921|Measured|25|1992|
7439921|Unmeasured|21|1995|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|25|1999|
7439921|Unmeasured|25|1996|
7439921|Measured|25|1992|
7439921|Unmeasured|25|1991|
7439921|Unmeasured|25|1999|
7439921|Unmeasured|25|1993|
7439921|Unmeasured|25|1926|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|25|1996|
7439921|Measured|25|1992|
7439921|Unmeasured|25|1999|
7439921|Unmeasured|25|1926|
7439921|Unmeasured|25|1996|
7439921|Unmeasured|25|1993|
7439921|Unmeasured|21|1984|
7439921|Unmeasured|25|1926|
7439921|Measured|25|1977|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Unmeasured|23|1978|
7439921|Measured|4|1994|
7439921|Unmeasured|4|2003|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1979|
7439921|Unmeasured|4|1993|
7439921|Unmeasured|4|1971|
7439921|Unmeasured|4|1973|
7439921|Unmeasured|4|1971|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1973|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Measured|4|2010|
7439921|Measured|4|2010|
7439921|Measured|4|2010|
7439921|Unmeasured|4|1976|
7439921|Measured|4|2010|
7439921|Measured|4|2010|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Measured|4|1994|
7439921|Measured|4|1971|
7439921|Measured|4|1980|
7439921|Measured|4|1971|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Not reported|4|1997|
7439921|Measured|4|1976|
7439921|Measured|4|1978|
7439921|Not reported|4|1997|
7439921|Unmeasured|4|1975|
7439921|Measured|4|1971|
7439921|Measured|4|1994|
7439921|Measured|4|1978|
7439921|Measured|4|1983|
7439921|Measured|4|1994|
7439921|Measured|4|1994|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|1994|
7439921|Unmeasured|4|1991|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|2010|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Unmeasured|4|1996|
7439921|Unmeasured|4|1976|
7439921|Unmeasured|4|1976|
7439921|Measured|4|1976|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|1980|
7439921|Unmeasured|4|1976|
7439921|Measured|4|1980|
7439921|Measured|4|1975|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|1978|
7439921|Measured|4|1983|
7439921|Measured|4|1971|
7439921|Measured|4|1994|
7439921|Measured|4|1977|
7439921|Measured|4|1976|
7439921|Measured|4|1994|
7439921|Measured|4|1978|
7439921|Measured|4|1971|
7439921|Measured|4|1971|
7439921|Measured|201|1990|
7439921|Measured|201|1990|
7439965|Unmeasured|55992|2016|
7439965|Unmeasured|4740|1991|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|43|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|43|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|43|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|43|1957|
7439965|Unmeasured|425|1957|
7439965|Unmeasured|13814|1957|
7439965|Unmeasured|425|1957|
7439965|Measured|1617|1978|
7439965|Unmeasured|113|2009|
7439965|Unmeasured|43|1957|
7439965|Measured|134|1987|
7439965|Unmeasured|425|1985|
7439965|Unmeasured|43|1957|
7439965|Measured|2|1979|
7439965|Unmeasured|28|1999|
7439965|Measured|1|1978|
7439965|Unmeasured|3|1957|
7439965|Unmeasured|3|1957|
7439965|Unmeasured|3|1957|
7439965|Unmeasured|3|1957|
7439965|Unmeasured|3|1957|
7439965|Unmeasured|3|1957|
7439965|Measured|30|1979|
7439965|Measured|2|1979|
7439965|Measured|20|1979|
7439965|Unmeasured|4|1981|
7439965|Unmeasured|4|1981|
7439965|Unmeasured|4|1979|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439965|Unmeasured|4|1957|
7439976|Measured|16|1979|
7439976|Measured|16|1979|
7439976|Measured|16|1979|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|2383|2019|
7439976|Unmeasured|55992|2016|
7439976|Unmeasured|49946|2019|
7439976|Unmeasured|49947|2019|
7439976|Unmeasured|55992|2016|
7439976|Unmeasured|49947|2019|
7439976|Unmeasured|2383|2019|
7439976|Unmeasured|49946|2019|
7439976|Unmeasured|5176|1986|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|5176|1986|
7439976|Unmeasured|352|1992|
7439976|Unmeasured|528|1991|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|59|1972|
7439976|Unmeasured|59|1972|
7439976|Unmeasured|5176|1986|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|125|1972|
7439976|Unmeasured|127|1972|
7439976|Unmeasured|1202|1991|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|126|1972|
7439976|Unmeasured|125|1972|
7439976|Unmeasured|126|1972|
7439976|Unmeasured|124|1972|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|4625|1987|
7439976|Unmeasured|125|1972|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|11294|1986|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|528|1991|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|2120|1972|
7439976|Unmeasured|126|1972|
7439976|Unmeasured|5176|1986|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|528|1991|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|528|1991|
7439976|Unmeasured|127|1972|
7439976|Unmeasured|59|1972|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|202|1998|
7439976|Unmeasured|1202|1991|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|1093|1996|
7439976|Unmeasured|124|1972|
7439976|Unmeasured|293|1992|
7439976|Unmeasured|352|1993|
7439976|Unmeasured|127|1972|
